"ID";"LuchthavensHerkomstBestemming";"Perioden";"TotaalAantalPassagiers_1";"PassagiersAangekomenInNederland_2";"PassagiersVertrokkenUitNederland_3"
"0";"T001354";"1998JJ00";"33946104";"16899139";"17046965"
"1";"T001354";"1999JJ00";"36425113";"18186152";"18238961"
"2";"T001354";"2000JJ00";"39270610";"19580140";"19690470"
"3";"T001354";"2001JJ00";"39309441";"19629040";"19680401"
"4";"T001354";"2002JJ00";"40587562";"20241604";"20345958"
"5";"T001354";"2003JJ00";"39808649";"19849930";"19958719"
"6";"T001354";"2004JJ00";"42425392";"21139285";"21286107"
"7";"T001354";"2005JJ00";"44077539";"21927211";"22150328"
"8";"T001354";"2006JJ00";"45988966";"22907010";"23081956"
"9";"T001354";"2007JJ00";"47744748";"23849815";"23894933"
"10";"T001354";"2008JJ00";"47391711";"23703666";"23688045"
"11";"T001354";"2009JJ00";"43523110";"21826162";"21696948"
"12";"T001354";"2010JJ00";"45136882";"22660597";"22476285"
"13";"T001354";"2011JJ00";"49680625";"24917978";"24762647"
"14";"T001354";"2012JJ00";"50975592";"25504382";"25471210"
"15";"T001354";"2013JJ00";"52527699";"26257395";"26270304"
"16";"T001354";"2014JJ00";"54940534";"27454136";"27486398"
"17";"T001354";"2015JJ00";"58245291";"29088171";"29157120"
"18";"T001354";"2016JJ00";"63526363";"31715984";"31810379"
"19";"T001354";"2017JJ00";"68400387";"34183827";"34216560"
"20";"T001354";"2018JJ00";"70956594";"35361064";"35595530"
"21";"T001354";"2019JJ00";"71680013";"35726627";"35953386"
"22";"T001354";"2020JJ00";"20884510";"10494640";"10389870"
"23";"T001354";"2021JJ00";"25490810";"12692297";"12798513"
"24";"T001354";"2022JJ00";"52470880";"26396224";"26074656"
"25";"A043087";"1998JJ00";"";"       .";""
"26";"A043087";"1999JJ00";"";"       .";""
"27";"A043087";"2000JJ00";"";"       .";""
"28";"A043087";"2001JJ00";"";"       .";""
"29";"A043087";"2002JJ00";"";"       .";""
"30";"A043087";"2003JJ00";"";"       .";""
"31";"A043087";"2004JJ00";"";"       .";""
"32";"A043087";"2005JJ00";"       .";"       .";"       ."
"33";"A043087";"2006JJ00";"";"       .";""
"34";"A043087";"2007JJ00";"";"       .";""
"35";"A043087";"2008JJ00";"";"       .";""
"36";"A043087";"2009JJ00";"";"       .";""
"37";"A043087";"2010JJ00";"";"       .";""
"38";"A043087";"2011JJ00";"";"       .";""
"39";"A043087";"2012JJ00";"";"       .";""
"40";"A043087";"2013JJ00";"";"       .";""
"41";"A043087";"2014JJ00";"";"       .";""
"42";"A043087";"2015JJ00";"";"       .";""
"43";"A043087";"2016JJ00";"";"       .";""
"44";"A043087";"2017JJ00";"";"       .";""
"45";"A043087";"2018JJ00";"";"       .";""
"46";"A043087";"2019JJ00";"";"       .";""
"47";"A043087";"2020JJ00";"       .";"       .";"       ."
"48";"A043087";"2021JJ00";"";"       .";""
"49";"A043087";"2022JJ00";"";"       .";""
"50";"A043088";"1998JJ00";"";"       .";""
"51";"A043088";"1999JJ00";"";"       .";""
"52";"A043088";"2000JJ00";"";"       .";""
"53";"A043088";"2001JJ00";"";"       .";""
"54";"A043088";"2002JJ00";"";"       .";""
"55";"A043088";"2003JJ00";"";"       .";""
"56";"A043088";"2004JJ00";"";"       .";""
"57";"A043088";"2005JJ00";"";"       .";""
"58";"A043088";"2006JJ00";"";"       .";""
"59";"A043088";"2007JJ00";"";"       .";""
"60";"A043088";"2008JJ00";"";"       .";""
"61";"A043088";"2009JJ00";"";"       .";""
"62";"A043088";"2010JJ00";"       .";"       .";"       ."
"63";"A043088";"2011JJ00";"       .";"       .";"       ."
"64";"A043088";"2012JJ00";"";"       .";""
"65";"A043088";"2013JJ00";"";"       .";""
"66";"A043088";"2014JJ00";"";"       .";""
"67";"A043088";"2015JJ00";"";"       .";""
"68";"A043088";"2016JJ00";"";"       .";""
"69";"A043088";"2017JJ00";"";"       .";""
"70";"A043088";"2018JJ00";"";"       .";""
"71";"A043088";"2019JJ00";"";"       .";""
"72";"A043088";"2020JJ00";"";"       .";""
"73";"A043088";"2021JJ00";"";"       .";""
"74";"A043088";"2022JJ00";"";"       .";""
"75";"A043089";"1998JJ00";"";"       .";""
"76";"A043089";"1999JJ00";"";"       .";""
"77";"A043089";"2000JJ00";"";"       .";""
"78";"A043089";"2001JJ00";"";"       .";""
"79";"A043089";"2002JJ00";"";"       .";""
"80";"A043089";"2003JJ00";"";"       .";""
"81";"A043089";"2004JJ00";"";"       .";""
"82";"A043089";"2005JJ00";"";"       .";""
"83";"A043089";"2006JJ00";"";"       .";""
"84";"A043089";"2007JJ00";"       .";"       .";"       ."
"85";"A043089";"2008JJ00";"";"       .";""
"86";"A043089";"2009JJ00";"";"       .";""
"87";"A043089";"2010JJ00";"";"       .";""
"88";"A043089";"2011JJ00";"";"       .";""
"89";"A043089";"2012JJ00";"";"       .";""
"90";"A043089";"2013JJ00";"";"       .";""
"91";"A043089";"2014JJ00";"       .";"       .";"       ."
"92";"A043089";"2015JJ00";"";"       .";""
"93";"A043089";"2016JJ00";"";"       .";""
"94";"A043089";"2017JJ00";"";"       .";""
"95";"A043089";"2018JJ00";"";"       .";""
"96";"A043089";"2019JJ00";"";"       .";""
"97";"A043089";"2020JJ00";"";"       .";""
"98";"A043089";"2021JJ00";"";"       .";""
"99";"A043089";"2022JJ00";"";"       .";""
"100";"A043090";"1998JJ00";"";"       .";""
"101";"A043090";"1999JJ00";"";"       .";""
"102";"A043090";"2000JJ00";"";"       .";""
"103";"A043090";"2001JJ00";"";"       .";""
"104";"A043090";"2002JJ00";"";"       .";""
"105";"A043090";"2003JJ00";"";"       .";""
"106";"A043090";"2004JJ00";"";"       .";""
"107";"A043090";"2005JJ00";"";"       .";""
"108";"A043090";"2006JJ00";"";"       .";""
"109";"A043090";"2007JJ00";"";"       .";""
"110";"A043090";"2008JJ00";"";"       .";""
"111";"A043090";"2009JJ00";"";"       .";""
"112";"A043090";"2010JJ00";"";"       .";""
"113";"A043090";"2011JJ00";"";"       .";""
"114";"A043090";"2012JJ00";"";"       .";""
"115";"A043090";"2013JJ00";"       .";"       .";"       ."
"116";"A043090";"2014JJ00";"       .";"       .";"       ."
"117";"A043090";"2015JJ00";"";"       .";""
"118";"A043090";"2016JJ00";"";"       .";""
"119";"A043090";"2017JJ00";"";"       .";""
"120";"A043090";"2018JJ00";"";"       .";""
"121";"A043090";"2019JJ00";"";"       .";""
"122";"A043090";"2020JJ00";"       .";"       .";"       ."
"123";"A043090";"2021JJ00";"";"       .";""
"124";"A043090";"2022JJ00";"";"       .";""
"125";"A043091";"1998JJ00";"       .";"       .";"       ."
"126";"A043091";"1999JJ00";"       .";"       .";"       ."
"127";"A043091";"2000JJ00";"";"       .";""
"128";"A043091";"2001JJ00";"";"       .";""
"129";"A043091";"2002JJ00";"";"       .";""
"130";"A043091";"2003JJ00";"";"       .";""
"131";"A043091";"2004JJ00";"";"       .";""
"132";"A043091";"2005JJ00";"";"       .";""
"133";"A043091";"2006JJ00";"";"       .";""
"134";"A043091";"2007JJ00";"";"       .";""
"135";"A043091";"2008JJ00";"";"       .";""
"136";"A043091";"2009JJ00";"";"       .";""
"137";"A043091";"2010JJ00";"";"       .";""
"138";"A043091";"2011JJ00";"";"       .";""
"139";"A043091";"2012JJ00";"       .";"       .";"       ."
"140";"A043091";"2013JJ00";"       .";"       .";"       ."
"141";"A043091";"2014JJ00";"       .";"       .";"       ."
"142";"A043091";"2015JJ00";"       .";"       .";"       ."
"143";"A043091";"2016JJ00";"       .";"       .";"       ."
"144";"A043091";"2017JJ00";"       .";"       .";"       ."
"145";"A043091";"2018JJ00";"       .";"       .";"       ."
"146";"A043091";"2019JJ00";"       .";"       .";"       ."
"147";"A043091";"2020JJ00";"       .";"       .";"       ."
"148";"A043091";"2021JJ00";"";"       .";""
"149";"A043091";"2022JJ00";"";"       .";""
"150";"A043092";"1998JJ00";"";"       .";""
"151";"A043092";"1999JJ00";"";"       .";""
"152";"A043092";"2000JJ00";"";"       .";""
"153";"A043092";"2001JJ00";"";"       .";""
"154";"A043092";"2002JJ00";"";"       .";""
"155";"A043092";"2003JJ00";"";"       .";""
"156";"A043092";"2004JJ00";"";"       .";""
"157";"A043092";"2005JJ00";"";"       .";""
"158";"A043092";"2006JJ00";"";"       .";""
"159";"A043092";"2007JJ00";"";"       .";""
"160";"A043092";"2008JJ00";"";"       .";""
"161";"A043092";"2009JJ00";"";"       .";""
"162";"A043092";"2010JJ00";"";"       .";""
"163";"A043092";"2011JJ00";"";"       .";""
"164";"A043092";"2012JJ00";"       .";"       .";"       ."
"165";"A043092";"2013JJ00";"";"       .";""
"166";"A043092";"2014JJ00";"";"       .";""
"167";"A043092";"2015JJ00";"";"       .";""
"168";"A043092";"2016JJ00";"";"       .";""
"169";"A043092";"2017JJ00";"";"       .";""
"170";"A043092";"2018JJ00";"";"       .";""
"171";"A043092";"2019JJ00";"";"       .";""
"172";"A043092";"2020JJ00";"       .";"       .";"       ."
"173";"A043092";"2021JJ00";"";"       .";""
"174";"A043092";"2022JJ00";"";"       .";""
"175";"A043093";"1998JJ00";"       .";"       .";"       ."
"176";"A043093";"1999JJ00";"";"       .";""
"177";"A043093";"2000JJ00";"";"       .";""
"178";"A043093";"2001JJ00";"";"       .";""
"179";"A043093";"2002JJ00";"";"       .";""
"180";"A043093";"2003JJ00";"";"       .";""
"181";"A043093";"2004JJ00";"";"       .";""
"182";"A043093";"2005JJ00";"";"       .";""
"183";"A043093";"2006JJ00";"";"       .";""
"184";"A043093";"2007JJ00";"";"       .";""
"185";"A043093";"2008JJ00";"";"       .";""
"186";"A043093";"2009JJ00";"";"       .";""
"187";"A043093";"2010JJ00";"";"       .";""
"188";"A043093";"2011JJ00";"";"       .";""
"189";"A043093";"2012JJ00";"";"       .";""
"190";"A043093";"2013JJ00";"";"       .";""
"191";"A043093";"2014JJ00";"";"       .";""
"192";"A043093";"2015JJ00";"";"       .";""
"193";"A043093";"2016JJ00";"";"       .";""
"194";"A043093";"2017JJ00";"";"       .";""
"195";"A043093";"2018JJ00";"";"       .";""
"196";"A043093";"2019JJ00";"";"       .";""
"197";"A043093";"2020JJ00";"";"       .";""
"198";"A043093";"2021JJ00";"";"       .";""
"199";"A043093";"2022JJ00";"";"       .";""
"200";"A043094";"1998JJ00";"";"       .";""
"201";"A043094";"1999JJ00";"";"       .";""
"202";"A043094";"2000JJ00";"";"       .";""
"203";"A043094";"2001JJ00";"";"       .";""
"204";"A043094";"2002JJ00";"";"       .";""
"205";"A043094";"2003JJ00";"";"       .";""
"206";"A043094";"2004JJ00";"";"       .";""
"207";"A043094";"2005JJ00";"";"       .";""
"208";"A043094";"2006JJ00";"";"       .";""
"209";"A043094";"2007JJ00";"";"       .";""
"210";"A043094";"2008JJ00";"";"       .";""
"211";"A043094";"2009JJ00";"";"       .";""
"212";"A043094";"2010JJ00";"";"       .";""
"213";"A043094";"2011JJ00";"       .";"       .";"       ."
"214";"A043094";"2012JJ00";"";"       .";""
"215";"A043094";"2013JJ00";"";"       .";""
"216";"A043094";"2014JJ00";"";"       .";""
"217";"A043094";"2015JJ00";"";"       .";""
"218";"A043094";"2016JJ00";"";"       .";""
"219";"A043094";"2017JJ00";"";"       .";""
"220";"A043094";"2018JJ00";"";"       .";""
"221";"A043094";"2019JJ00";"";"       .";""
"222";"A043094";"2020JJ00";"";"       .";""
"223";"A043094";"2021JJ00";"";"       .";""
"224";"A043094";"2022JJ00";"";"       .";""
"225";"A043095";"1998JJ00";"";"       .";""
"226";"A043095";"1999JJ00";"";"       .";""
"227";"A043095";"2000JJ00";"";"       .";""
"228";"A043095";"2001JJ00";"";"       .";""
"229";"A043095";"2002JJ00";"       .";"       .";"       ."
"230";"A043095";"2003JJ00";"";"       .";""
"231";"A043095";"2004JJ00";"";"       .";""
"232";"A043095";"2005JJ00";"";"       .";""
"233";"A043095";"2006JJ00";"";"       .";""
"234";"A043095";"2007JJ00";"";"       .";""
"235";"A043095";"2008JJ00";"";"       .";""
"236";"A043095";"2009JJ00";"";"       .";""
"237";"A043095";"2010JJ00";"";"       .";""
"238";"A043095";"2011JJ00";"";"       .";""
"239";"A043095";"2012JJ00";"";"       .";""
"240";"A043095";"2013JJ00";"";"       .";""
"241";"A043095";"2014JJ00";"";"       .";""
"242";"A043095";"2015JJ00";"";"       .";""
"243";"A043095";"2016JJ00";"";"       .";""
"244";"A043095";"2017JJ00";"";"       .";""
"245";"A043095";"2018JJ00";"";"       .";""
"246";"A043095";"2019JJ00";"";"       .";""
"247";"A043095";"2020JJ00";"";"       .";""
"248";"A043095";"2021JJ00";"";"       .";""
"249";"A043095";"2022JJ00";"";"       .";""
"250";"A043096";"1998JJ00";"";"       .";""
"251";"A043096";"1999JJ00";"";"       .";""
"252";"A043096";"2000JJ00";"";"       .";""
"253";"A043096";"2001JJ00";"";"       .";""
"254";"A043096";"2002JJ00";"";"       .";""
"255";"A043096";"2003JJ00";"       .";"       .";"       ."
"256";"A043096";"2004JJ00";"       .";"       .";"       ."
"257";"A043096";"2005JJ00";"       .";"       .";"       ."
"258";"A043096";"2006JJ00";"       .";"       .";"       ."
"259";"A043096";"2007JJ00";"       .";"       .";"       ."
"260";"A043096";"2008JJ00";"       .";"       .";"       ."
"261";"A043096";"2009JJ00";"       .";"       .";"       ."
"262";"A043096";"2010JJ00";"       .";"       .";"       ."
"263";"A043096";"2011JJ00";"       .";"       .";"       ."
"264";"A043096";"2012JJ00";"";"       .";""
"265";"A043096";"2013JJ00";"       .";"       .";"       ."
"266";"A043096";"2014JJ00";"       .";"       .";"       ."
"267";"A043096";"2015JJ00";"       .";"       .";"       ."
"268";"A043096";"2016JJ00";"";"       .";""
"269";"A043096";"2017JJ00";"";"       .";""
"270";"A043096";"2018JJ00";"";"       .";""
"271";"A043096";"2019JJ00";"";"       .";""
"272";"A043096";"2020JJ00";"";"       .";""
"273";"A043096";"2021JJ00";"";"       .";""
"274";"A043096";"2022JJ00";"";"       .";""
"275";"A043097";"1998JJ00";"";"       .";""
"276";"A043097";"1999JJ00";"";"       .";""
"277";"A043097";"2000JJ00";"";"       .";""
"278";"A043097";"2001JJ00";"       .";"       .";"       ."
"279";"A043097";"2002JJ00";"       .";"       .";"       ."
"280";"A043097";"2003JJ00";"";"       .";""
"281";"A043097";"2004JJ00";"";"       .";""
"282";"A043097";"2005JJ00";"";"       .";""
"283";"A043097";"2006JJ00";"";"       .";""
"284";"A043097";"2007JJ00";"";"       .";""
"285";"A043097";"2008JJ00";"";"       .";""
"286";"A043097";"2009JJ00";"";"       .";""
"287";"A043097";"2010JJ00";"";"       .";""
"288";"A043097";"2011JJ00";"";"       .";""
"289";"A043097";"2012JJ00";"";"       .";""
"290";"A043097";"2013JJ00";"";"       .";""
"291";"A043097";"2014JJ00";"";"       .";""
"292";"A043097";"2015JJ00";"";"       .";""
"293";"A043097";"2016JJ00";"";"       .";""
"294";"A043097";"2017JJ00";"";"       .";""
"295";"A043097";"2018JJ00";"";"       .";""
"296";"A043097";"2019JJ00";"";"       .";""
"297";"A043097";"2020JJ00";"";"       .";""
"298";"A043097";"2021JJ00";"";"       .";""
"299";"A043097";"2022JJ00";"";"       .";""
"300";"A043098";"1998JJ00";"       .";"       .";"       ."
"301";"A043098";"1999JJ00";"";"       .";""
"302";"A043098";"2000JJ00";"";"       .";""
"303";"A043098";"2001JJ00";"";"       .";""
"304";"A043098";"2002JJ00";"";"       .";""
"305";"A043098";"2003JJ00";"";"       .";""
"306";"A043098";"2004JJ00";"";"       .";""
"307";"A043098";"2005JJ00";"";"       .";""
"308";"A043098";"2006JJ00";"";"       .";""
"309";"A043098";"2007JJ00";"       .";"       .";"       ."
"310";"A043098";"2008JJ00";"";"       .";""
"311";"A043098";"2009JJ00";"";"       .";""
"312";"A043098";"2010JJ00";"";"       .";""
"313";"A043098";"2011JJ00";"";"       .";""
"314";"A043098";"2012JJ00";"";"       .";""
"315";"A043098";"2013JJ00";"";"       .";""
"316";"A043098";"2014JJ00";"";"       .";""
"317";"A043098";"2015JJ00";"";"       .";""
"318";"A043098";"2016JJ00";"";"       .";""
"319";"A043098";"2017JJ00";"";"       .";""
"320";"A043098";"2018JJ00";"";"       .";""
"321";"A043098";"2019JJ00";"";"       .";""
"322";"A043098";"2020JJ00";"";"       .";""
"323";"A043098";"2021JJ00";"";"       .";""
"324";"A043098";"2022JJ00";"";"       .";""
"325";"A043099";"1998JJ00";"";"       .";""
"326";"A043099";"1999JJ00";"";"       .";""
"327";"A043099";"2000JJ00";"";"       .";""
"328";"A043099";"2001JJ00";"";"       .";""
"329";"A043099";"2002JJ00";"       .";"       .";"       ."
"330";"A043099";"2003JJ00";"";"       .";""
"331";"A043099";"2004JJ00";"       .";"       .";"       ."
"332";"A043099";"2005JJ00";"       .";"       .";"       ."
"333";"A043099";"2006JJ00";"       .";"       .";"       ."
"334";"A043099";"2007JJ00";"";"       .";""
"335";"A043099";"2008JJ00";"";"       .";""
"336";"A043099";"2009JJ00";"";"       .";""
"337";"A043099";"2010JJ00";"";"       .";""
"338";"A043099";"2011JJ00";"       .";"       .";"       ."
"339";"A043099";"2012JJ00";"";"       .";""
"340";"A043099";"2013JJ00";"";"       .";""
"341";"A043099";"2014JJ00";"";"       .";""
"342";"A043099";"2015JJ00";"";"       .";""
"343";"A043099";"2016JJ00";"";"       .";""
"344";"A043099";"2017JJ00";"";"       .";""
"345";"A043099";"2018JJ00";"";"       .";""
"346";"A043099";"2019JJ00";"";"       .";""
"347";"A043099";"2020JJ00";"";"       .";""
"348";"A043099";"2021JJ00";"";"       .";""
"349";"A043099";"2022JJ00";"";"       .";""
"350";"A043100";"1998JJ00";"  168162";"   84369";"   83793"
"351";"A043100";"1999JJ00";"  206907";"  103865";"  103042"
"352";"A043100";"2000JJ00";"  210952";"  105100";"  105852"
"353";"A043100";"2001JJ00";"  192305";"   97638";"   94667"
"354";"A043100";"2002JJ00";"  163706";"   83212";"   80494"
"355";"A043100";"2003JJ00";"  129145";"   65056";"   64089"
"356";"A043100";"2004JJ00";"  155260";"   78824";"   76436"
"357";"A043100";"2005JJ00";"  195656";"   98299";"   97357"
"358";"A043100";"2006JJ00";"  194861";"   97503";"   97358"
"359";"A043100";"2007JJ00";"  215649";"  109017";"  106632"
"360";"A043100";"2008JJ00";"  225521";"  114179";"  111342"
"361";"A043100";"2009JJ00";"  214972";"  110897";"  104075"
"362";"A043100";"2010JJ00";"  243366";"  124760";"  118606"
"363";"A043100";"2011JJ00";"  170916";"   86809";"   84107"
"364";"A043100";"2012JJ00";"  168170";"   86139";"   82031"
"365";"A043100";"2013JJ00";"  168474";"   87982";"   80492"
"366";"A043100";"2014JJ00";"  152496";"   77464";"   75032"
"367";"A043100";"2015JJ00";"  157486";"   80645";"   76841"
"368";"A043100";"2016JJ00";"  169366";"   86807";"   82559"
"369";"A043100";"2017JJ00";"   81495";"   40097";"   41398"
"370";"A043100";"2018JJ00";"   92627";"   45460";"   47167"
"371";"A043100";"2019JJ00";"   99269";"   48784";"   50485"
"372";"A043100";"2020JJ00";"       .";"       .";"       ."
"373";"A043100";"2021JJ00";"   90010";"   46652";"   43358"
"374";"A043100";"2022JJ00";"   91096";"   46032";"   45064"
"375";"A043101";"1998JJ00";"       .";"       .";"       ."
"376";"A043101";"1999JJ00";"   82280";"   42777";"   39503"
"377";"A043101";"2000JJ00";"   96281";"   47575";"   48706"
"378";"A043101";"2001JJ00";"   93897";"   48215";"   45682"
"379";"A043101";"2002JJ00";"   83209";"   40952";"   42257"
"380";"A043101";"2003JJ00";"  106171";"   52487";"   53684"
"381";"A043101";"2004JJ00";"  143807";"   67764";"   76043"
"382";"A043101";"2005JJ00";"  157297";"   78240";"   79057"
"383";"A043101";"2006JJ00";"  176324";"   88448";"   87876"
"384";"A043101";"2007JJ00";"  181047";"   92284";"   88763"
"385";"A043101";"2008JJ00";"  194995";"   99630";"   95365"
"386";"A043101";"2009JJ00";"  142562";"   75916";"   66646"
"387";"A043101";"2010JJ00";"  177557";"   92881";"   84676"
"388";"A043101";"2011JJ00";"  160956";"   80261";"   80695"
"389";"A043101";"2012JJ00";"  186148";"   92241";"   93907"
"390";"A043101";"2013JJ00";"  142216";"   71187";"   71029"
"391";"A043101";"2014JJ00";"  125407";"   63009";"   62398"
"392";"A043101";"2015JJ00";"  139916";"   69760";"   70156"
"393";"A043101";"2016JJ00";"       .";"       .";"       ."
"394";"A043101";"2017JJ00";"  130072";"   65534";"   64538"
"395";"A043101";"2018JJ00";"  141537";"   70498";"   71039"
"396";"A043101";"2019JJ00";"  134888";"   66859";"   68029"
"397";"A043101";"2020JJ00";"       .";"       .";"       ."
"398";"A043101";"2021JJ00";"       .";"       .";"       ."
"399";"A043101";"2022JJ00";"  120612";"   59352";"   61260"
"400";"A043102";"1998JJ00";"       .";"       .";"       ."
"401";"A043102";"1999JJ00";"       .";"       .";"       ."
"402";"A043102";"2000JJ00";"       .";"       .";"       ."
"403";"A043102";"2001JJ00";"       .";"       .";"       ."
"404";"A043102";"2002JJ00";"       .";"       .";"       ."
"405";"A043102";"2003JJ00";"       .";"       .";"       ."
"406";"A043102";"2004JJ00";"       .";"       .";"       ."
"407";"A043102";"2005JJ00";"       .";"       .";"       ."
"408";"A043102";"2006JJ00";"       .";"       .";"       ."
"409";"A043102";"2007JJ00";"       .";"       .";"       ."
"410";"A043102";"2008JJ00";"       .";"       .";"       ."
"411";"A043102";"2009JJ00";"       .";"       .";"       ."
"412";"A043102";"2010JJ00";"       .";"       .";"       ."
"413";"A043102";"2011JJ00";"       .";"       .";"       ."
"414";"A043102";"2012JJ00";"       .";"       .";"       ."
"415";"A043102";"2013JJ00";"       .";"       .";"       ."
"416";"A043102";"2014JJ00";"";"       .";""
"417";"A043102";"2015JJ00";"       .";"       .";"       ."
"418";"A043102";"2016JJ00";"";"       .";""
"419";"A043102";"2017JJ00";"";"       .";""
"420";"A043102";"2018JJ00";"";"       .";""
"421";"A043102";"2019JJ00";"";"       .";""
"422";"A043102";"2020JJ00";"";"       .";""
"423";"A043102";"2021JJ00";"";"       .";""
"424";"A043102";"2022JJ00";"";"       .";""
"425";"A043103";"1998JJ00";"";"       .";""
"426";"A043103";"1999JJ00";"";"       .";""
"427";"A043103";"2000JJ00";"";"       .";""
"428";"A043103";"2001JJ00";"";"       .";""
"429";"A043103";"2002JJ00";"";"       .";""
"430";"A043103";"2003JJ00";"       .";"       .";"       ."
"431";"A043103";"2004JJ00";"       .";"       .";"       ."
"432";"A043103";"2005JJ00";"       .";"       .";"       ."
"433";"A043103";"2006JJ00";"       .";"       .";"       ."
"434";"A043103";"2007JJ00";"       .";"       .";"       ."
"435";"A043103";"2008JJ00";"       .";"       .";"       ."
"436";"A043103";"2009JJ00";"       .";"       .";"       ."
"437";"A043103";"2010JJ00";"       .";"       .";"       ."
"438";"A043103";"2011JJ00";"       .";"       .";"       ."
"439";"A043103";"2012JJ00";"       .";"       .";"       ."
"440";"A043103";"2013JJ00";"       .";"       .";"       ."
"441";"A043103";"2014JJ00";"       .";"       .";"       ."
"442";"A043103";"2015JJ00";"       .";"       .";"       ."
"443";"A043103";"2016JJ00";"       .";"       .";"       ."
"444";"A043103";"2017JJ00";"       .";"       .";"       ."
"445";"A043103";"2018JJ00";"       .";"       .";"       ."
"446";"A043103";"2019JJ00";"   77221";"   38430";"   38791"
"447";"A043103";"2020JJ00";"       .";"       .";"       ."
"448";"A043103";"2021JJ00";"       .";"       .";"       ."
"449";"A043103";"2022JJ00";"       .";"       .";"       ."
"450";"A043104";"1998JJ00";"";"       .";""
"451";"A043104";"1999JJ00";"";"       .";""
"452";"A043104";"2000JJ00";"";"       .";""
"453";"A043104";"2001JJ00";"";"       .";""
"454";"A043104";"2002JJ00";"";"       .";""
"455";"A043104";"2003JJ00";"";"       .";""
"456";"A043104";"2004JJ00";"       .";"       .";"       ."
"457";"A043104";"2005JJ00";"";"       .";""
"458";"A043104";"2006JJ00";"";"       .";""
"459";"A043104";"2007JJ00";"";"       .";""
"460";"A043104";"2008JJ00";"";"       .";""
"461";"A043104";"2009JJ00";"";"       .";""
"462";"A043104";"2010JJ00";"";"       .";""
"463";"A043104";"2011JJ00";"";"       .";""
"464";"A043104";"2012JJ00";"";"       .";""
"465";"A043104";"2013JJ00";"";"       .";""
"466";"A043104";"2014JJ00";"";"       .";""
"467";"A043104";"2015JJ00";"";"       .";""
"468";"A043104";"2016JJ00";"";"       .";""
"469";"A043104";"2017JJ00";"";"       .";""
"470";"A043104";"2018JJ00";"";"       .";""
"471";"A043104";"2019JJ00";"";"       .";""
"472";"A043104";"2020JJ00";"";"       .";""
"473";"A043104";"2021JJ00";"";"       .";""
"474";"A043104";"2022JJ00";"";"       .";""
"475";"A043105";"1998JJ00";"       .";"       .";"       ."
"476";"A043105";"1999JJ00";"       .";"       .";"       ."
"477";"A043105";"2000JJ00";"       .";"       .";"       ."
"478";"A043105";"2001JJ00";"       .";"       .";"       ."
"479";"A043105";"2002JJ00";"       .";"       .";"       ."
"480";"A043105";"2003JJ00";"       .";"       .";"       ."
"481";"A043105";"2004JJ00";"       .";"       .";"       ."
"482";"A043105";"2005JJ00";"  101385";"   49993";"   51392"
"483";"A043105";"2006JJ00";"   99578";"   50009";"   49569"
"484";"A043105";"2007JJ00";"  113179";"   54815";"   58364"
"485";"A043105";"2008JJ00";"  107359";"   54065";"   53294"
"486";"A043105";"2009JJ00";"   96109";"   47580";"   48529"
"487";"A043105";"2010JJ00";"  114361";"   60182";"   54179"
"488";"A043105";"2011JJ00";"   83085";"   44187";"   38898"
"489";"A043105";"2012JJ00";"  118593";"   58875";"   59718"
"490";"A043105";"2013JJ00";"   79843";"   40742";"   39101"
"491";"A043105";"2014JJ00";"       .";"       .";"       ."
"492";"A043105";"2015JJ00";"       .";"       .";"       ."
"493";"A043105";"2016JJ00";"";"       .";""
"494";"A043105";"2017JJ00";"       .";"       .";"       ."
"495";"A043105";"2018JJ00";"       .";"       .";"       ."
"496";"A043105";"2019JJ00";"";"       .";""
"497";"A043105";"2020JJ00";"       .";"       .";"       ."
"498";"A043105";"2021JJ00";"       .";"       .";"       ."
"499";"A043105";"2022JJ00";"       .";"       .";"       ."
"500";"A043106";"1998JJ00";"";"       .";""
"501";"A043106";"1999JJ00";"";"       .";""
"502";"A043106";"2000JJ00";"";"       .";""
"503";"A043106";"2001JJ00";"";"       .";""
"504";"A043106";"2002JJ00";"";"       .";""
"505";"A043106";"2003JJ00";"";"       .";""
"506";"A043106";"2004JJ00";"";"       .";""
"507";"A043106";"2005JJ00";"";"       .";""
"508";"A043106";"2006JJ00";"";"       .";""
"509";"A043106";"2007JJ00";"       .";"       .";"       ."
"510";"A043106";"2008JJ00";"       .";"       .";"       ."
"511";"A043106";"2009JJ00";"       .";"       .";"       ."
"512";"A043106";"2010JJ00";"       .";"       .";"       ."
"513";"A043106";"2011JJ00";"       .";"       .";"       ."
"514";"A043106";"2012JJ00";"";"       .";""
"515";"A043106";"2013JJ00";"";"       .";""
"516";"A043106";"2014JJ00";"";"       .";""
"517";"A043106";"2015JJ00";"";"       .";""
"518";"A043106";"2016JJ00";"";"       .";""
"519";"A043106";"2017JJ00";"";"       .";""
"520";"A043106";"2018JJ00";"";"       .";""
"521";"A043106";"2019JJ00";"";"       .";""
"522";"A043106";"2020JJ00";"";"       .";""
"523";"A043106";"2021JJ00";"";"       .";""
"524";"A043106";"2022JJ00";"";"       .";""
"525";"A043107";"1998JJ00";"";"       .";""
"526";"A043107";"1999JJ00";"";"       .";""
"527";"A043107";"2000JJ00";"";"       .";""
"528";"A043107";"2001JJ00";"";"       .";""
"529";"A043107";"2002JJ00";"";"       .";""
